"age","genename","measurement","percent"
16,"NES",0.878923523593614,0.85065
17,"NES",0.707857107953642,0.8122
18,"NES",0.328774424772552,0.66795
19,"NES",0.166277183072103,0.6288
20,"NES",0.0945119568667279,0.50725
21,"NES",0.282409703002323,0.6237
22,"NES",0,0.5167
23,"NES",0.2709761307086,0.65475
11,"RBFOX3",1,0.00455
12,"RBFOX3",0.773229452890508,0.0048
13,"RBFOX3",0.0547375031666673,0.0024
14,"RBFOX3",0.751775950661918,0.0028
15,"RBFOX3",0.593132971778539,0.00295
16,"RBFOX3",0.141231868145013,0.00265
17,"RBFOX3",0.351852671991233,0.00365
18,"RBFOX3",0.132985539102009,0.0026
19,"RBFOX3",0.206544481515342,0.0032
20,"RBFOX3",0.0197910671027761,0.0021
21,"RBFOX3",0.251456323355704,0.0021
22,"RBFOX3",0,0.00225
23,"RBFOX3",0.371046179318607,0.0023
11,"NEUROD1",0.60045208679872,0.26875
12,"NEUROD1",1,0.37585
13,"NEUROD1",0.0334717505635688,0.11085
14,"NEUROD1",0.861521924676012,0.31955
15,"NEUROD1",0.92988229756738,0.34495
16,"NEUROD1",0.826860823497874,0.31065
17,"NEUROD1",0.743942418143947,0.29635
18,"NEUROD1",0,0.1109
19,"NEUROD1",0.362015803495681,0.19875
20,"NEUROD1",0.232854347599413,0.20105
21,"NEUROD1",0.130868125504423,0.14675
22,"NEUROD1",0.455938261941492,0.2568
23,"NEUROD1",0.0285961298412954,0.1385
11,"OLIG2",0.609586981700525,0.3465
12,"OLIG2",0.803694825872852,0.47255
13,"OLIG2",0.228809064681465,0.16395
14,"OLIG2",1,0.6052
15,"OLIG2",0.574877508635339,0.3342
16,"OLIG2",0.377765464059312,0.2196
17,"OLIG2",0.17479961724872,0.1007
18,"OLIG2",0,0.0221
19,"OLIG2",0.0903248867662081,0.065
20,"OLIG2",0.142705902728776,0.1048
21,"OLIG2",0.247739794174706,0.13975
22,"OLIG2",0.293543892991982,0.17255
23,"OLIG2",0.371568052861952,0.20455
11,"NGFR",0.685511362904316,0.1078
12,"NGFR",0.633167844504314,0.1037
13,"NGFR",0.274547274441375,0.07265
14,"NGFR",0.892345407151631,0.1599
15,"NGFR",1,0.18465
16,"NGFR",0.512436579787484,0.10815
17,"NGFR",0.557777677729972,0.10625
18,"NGFR",0.237427405607525,0.06555
19,"NGFR",0.242588596277265,0.0729
20,"NGFR",0.123138057123793,0.06345
21,"NGFR",0.246044579551769,0.07275
22,"NGFR",0,0.04925
23,"NGFR",0.102975251129985,0.04395
11,"PAX6",0.164657141050404,0.16965
12,"PAX6",0.212150847565127,0.1875
13,"PAX6",0.165378257332751,0.171
14,"PAX6",0.140550529912341,0.16615
15,"PAX6",0.0518569014214503,0.13245
16,"PAX6",0,0.11805
17,"PAX6",0.032931345622011,0.11695
18,"PAX6",0.0357182637708727,0.1149
19,"PAX6",0.400613812749711,0.2152
20,"PAX6",0.569078027023743,0.26625
21,"PAX6",0.753904430509984,0.31035
22,"PAX6",0.769376087866675,0.33575
23,"PAX6",1,0.38935
11,"PDGFRA",0.546143475334758,0.01355
12,"PDGFRA",0.360798813872899,0.0106
13,"PDGFRA",0.0106766335907915,0.00465
14,"PDGFRA",0.239019246269091,0.0087
15,"PDGFRA",0.105018403953018,0.0075
16,"PDGFRA",0,0.00565
17,"PDGFRA",0.0445118732208214,0.00635
18,"PDGFRA",0.00232532594401906,0.0068
19,"PDGFRA",0.0802917027765494,0.00735
20,"PDGFRA",0.29126111548887,0.0091
21,"PDGFRA",0.532970403291306,0.0149
22,"PDGFRA",0.649304362422335,0.01985
23,"PDGFRA",1,0.02805
11,"PDGFRB",0.594615072017232,0.0935
12,"PDGFRB",1,0.1732
13,"PDGFRB",0.142374775158878,0.02105
14,"PDGFRB",0.31711415313781,0.041
15,"PDGFRB",0.0685979079283309,0.009
16,"PDGFRB",0,0.0075
17,"PDGFRB",0.0514483941831154,0.012
18,"PDGFRB",0.0646587657382965,0.00805
19,"PDGFRB",0.0974672342798924,0.0238
20,"PDGFRB",0.0885292565082833,0.01735
21,"PDGFRB",0.0839325028739057,0.016
22,"PDGFRB",0.122264334724402,0.02505
23,"PDGFRB",0.170584929805956,0.02155
11,"PECAM1",0.434307424212473,0.0658
12,"PECAM1",0.531727469535113,0.0905
13,"PECAM1",0.119421799061549,0.00845
14,"PECAM1",1,0.19155
15,"PECAM1",0.612455591385245,0.0921
16,"PECAM1",0.426693233612075,0.05565
17,"PECAM1",0.245880641811371,0.031
18,"PECAM1",0,0.0014
19,"PECAM1",0.1816815268054,0.0175
20,"PECAM1",0.142617116047123,0.0142
21,"PECAM1",0.302939595335533,0.01965
22,"PECAM1",0.238655814413112,0.02225
23,"PECAM1",0.445478312645211,0.044
11,"PROM1",1,0.17425
12,"PROM1",0.48072914144484,0.0999
